survey_time,correlation_id,gender,age,race,education,ideology,party ID,political_interest,"To check whether you are reading the questions, click on the second answer from the top.",false1_acc,false1_bias,false1_trust,false1_favor,true1_acc,true1_bias,true1_trust,true1_favor,true2_acc,true2_bias,true2_trust,true2_favor,false2_acc,false2_bias,false2_trust,false2_favor,true3_acc,true3_bias,true3_trust,true3_favor,Journalists,Fact-checkers,U.S. Government,University Professors,Social media,Traditional media,Scientists,HL1_partisan_left_acc,HL1_partisan_left_bias,HL1_partisan_left_trust,HL1_partisan_left_favor,HL2_partisan_left_acc,HL2_partisan_left_bias,HL2_partisan_left_trust,HL2_partisan_left_favor,HL3_partisan_left_acc,HL3_partisan_left_bias,HL3_partisan_left_trust,HL3_partisan_left_favor,HL4_partisan_left_acc,HL4_partisan_left_bias,HL4_partisan_left_trust,HL4_partisan_left_favor,HL5_partisan_left_acc,HL5_partisan_left_bias,HL5_partisan_left_trust,HL5_partisan_left_favor,HL6_partisan_left_acc,HL6_partisan_left_bias,HL6_partisan_left_trust,HL6_partisan_left_favor,HL1_partisan_right_acc,HL1_partisan_right_bias,HL1_partisan_right_trust,HL1_partisan_right_favor,HL2_partisan_right_acc,HL2_partisan_right_bias,HL2_partisan_right_trust,HL2_partisan_right_favor,HL3_partisan_right_acc,HL3_partisan_right_bias,HL3_partisan_right_trust,HL3_partisan_right_favor,HL4_partisan_right_acc,HL4_partisan_right_bias,HL4_partisan_right_trust,HL4_partisan_right_favor,HL5_partisan_right_acc,HL5_partisan_right_bias,HL5_partisan_right_trust,HL5_partisan_right_favor,HL6_partisan_right_acc,HL6_partisan_right_bias,HL6_partisan_right_trust ,HL6_partisan_right_favor,HL1_fake_left_acc,HL1_fake_left_bias,HL1_fake_left_trust,HL1_fake_left_favor,HL2_fake_left_acc,HL2_fake_left_bias,HL2_fake_left_trust,HL2_fake_left_favor,HL3_fake_left_acc,HL3_fake_left_bias,HL3_fake_left_trust,HL3_fake_left_favor,HL4_fake_left_acc,HL4_fake_left_bias,HL4_fake_left_trust,HL4_fake_left_favor,HL5_fake_left_acc,HL5_fake_left_bias,HL5_fake_left_trust,HL5_fake_left_favor,HL6_fake_left_acc,HL6_fake_left_bias,HL6_fake_left_trust,HL6_fake_left_favor,HL1_fake_right_acc,HL1_fake_right_bias,HL1_fake_right_trust,HL1_fake_right_favor,HL2_fake_right_acc,HL2_fake_right_bias,HL2_fake_right_trust,HL2_fake_right_favor,HL3_fake_right_acc,HL3_fake_right_bias,HL3_fake_right_trust,HL3_fake_right_favor,HL4_fake_right_acc,HL4_fake_right_bias,HL4_fake_right_trust,HL4_fake_right_favor,HL5_fake_right_acc,HL5_fake_right_bias,HL5_fake_right_trust,HL5_fake_right_favor,HL6_fake_right_acc,HL6_fake_right_bias,HL6_fake_right_trust,HL6_fake_right_favor,HL1_mainstr_left_acc,HL1_mainstr_left_bias,HL1_mainstr_left_trust,HL1_mainstr_left_favor,HL2_mainstr_left_acc,HL2_mainstr_left_bias,HL2_mainstr_left_trust,HL2_mainstr_left_favor,HL3_mainstr_left_acc,HL3_mainstr_left_bias,HL3_mainstr_left_trust,HL3_mainstr_left_favor,HL4_mainstr_left_acc,HL4_mainstr_left_bias,HL4_mainstr_left_trust,HL4_mainstr_left_favor,HL5_mainstr_left_acc,HL5_mainstr_left_bias,HL5_mainstr_left_trust,HL5_mainstr_left_favor,HL6_mainstr_left_acc,HL6_mainstr_left_bias,HL6_mainstr_left_trust,HL6_mainstr_left_favor,HL1_mainstr_right_acc,HL1_mainstr_right_bias,HL1_mainstr_right_trust,HL1_mainstr_right_favor,HL2_mainstr_right_acc,HL2_mainstr_right_bias,HL2_mainstr_right_trust,HL2_mainstr_right_favor,HL3_mainstr_right_acc,HL3_mainstr_right_bias,HL3_mainstr_right_trust,HL3_mainstr_right_favor,HL4_mainstr_right_acc,HL4_mainstr_right_bias,HL4_mainstr_right_trust,HL4_mainstr_right_favor,HL5_mainstr_right_acc,HL5_mainstr_right_bias,HL5_mainstr_right_trust,HL5_mainstr_right_favor,HL6_mainstr_right_acc,HL6_mainstr_right_bias,HL6_mainstr_right_trust,HL6_mainstr_right_favor,clicked,condition,comment_count,like_count,duration,treatment exposure question,NATIONALREPORT.COM,WORLDNEWSDAILYREPORT.COM,APNEWS.COM,USATODAY.COM,FACTCHECK.ORG,WASHINGTONPOST.COM,DIGITAL.COM,COMMONSENSE.ORG,misp,skept,trust,visit_medialit,visit_news,visit_fake ,visit_fact,tr_factcheck,tr_medialit,tr_coverage ,tr_all 
9/29/22 1:44,hQelfvHDvKF1bPXO3JioPw**,Male,65+,Non-Hispanic White,Master's Degree,Somewhat conservative,A strong Republican,Very interested,Last year,2,3,2,3,2,3,2,3,3,2,3,2,2,3,2,2,2,2,2,2,4,5,2,4,2,4,4,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;APNEWS.COM=>Yes;WASHINGTONPOST.COM=>No;FACTCHECK.ORG=>No;NATIONALREPORT.COM=>No;COMMONSENSE.ORG=>Yes;USATODAY.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;APNEWS.COM=>Yes;DIGITAL.COM=>Yes,1,0,8,1198,1,No,No,Yes,No,No,No,Yes,Yes,,,,,,,,,,,
9/29/22 1:42,hQelfvHDvKHUq4c6YuZZrw**,Female,65+,Non-Hispanic White,College Degree,Very liberal,"Independent, lean toward Democrat",Very interested,Last year,1,2,1,4,2,1,2,1,2,4,3,1,1,4,1,4,3,1,3,1,2,4,4,4,1,4,5,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;WORLDNEWSDAILYREPORT.COM=>Yes;NATIONALREPORT.COM=>No;FACTCHECK.ORG=>Yes;WASHINGTONPOST.COM=>Yes;DIGITAL.COM=>No;COMMONSENSE.ORG=>Yes;USATODAY.COM=>No;USATODAY.COM=>No;COMMONSENSE.ORG=>Yes;DIGITAL.COM=>No;WASHINGTONPOST.COM=>Yes;APNEWS.COM=>Yes,7,0,2,539,2,No,Yes,Yes,No,Yes,Yes,No,Yes,,,,,,,,,,,
9/29/22 1:37,hQelfvHDvKGvrL7swem-jA**,Male,65+,Asian or Asian American,College Degree,Middle of the road,"Independent, lean toward Democrat",Somewhat interested,Last year,2,3,2,3,4,1,4,2,4,1,4,2,1,4,1,4,4,1,4,1,4,4,2,4,2,3,6,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,,,,,,,,,;APNEWS.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>No;DIGITAL.COM=>Yes;FACTCHECK.ORG=>Yes;COMMONSENSE.ORG=>Yes;COMMONSENSE.ORG=>Yes;NATIONALREPORT.COM=>No;WASHINGTONPOST.COM=>Yes;USATODAY.COM=>No,3,0,0,586,1,No,No,Yes,No,Yes,Yes,Yes,Yes,,,,,,,,,,,
9/29/22 1:36,hQelfvHDvKH0x2-_GqTsAg**,Male,55 to 64,Non-Hispanic White,College Degree,Somewhat conservative,A not very strong Republican,Very interested,Last year,2,3,2,2,3,3,3,3,2,3,1,3,2,4,2,3,2,3,2,1,1,4,4,1,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;NATIONALREPORT.COM=>No;WASHINGTONPOST.COM=>No;DIGITAL.COM=>No;USATODAY.COM=>No;APNEWS.COM=>No;COMMONSENSE.ORG=>No;WORLDNEWSDAILYREPORT.COM=>No;FACTCHECK.ORG=>No,1,0,4,1232,1,No,No,No,No,No,No,No,No,,,,,,,,,,,
9/29/22 1:35,hQelfvHDvKFki5SIkjhO-A**,Female,55 to 64,Non-Hispanic White,Some College Complete,Middle of the road,Independent (close to neither party),Somewhat interested,Last year,2,2,2,3,1,4,1,1,4,3,3,2,2,2,2,2,3,1,3,2,5,5,4,6,3,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,,,,,,,,,,,,,4,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;FACTCHECK.ORG=>Yes;DIGITAL.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>No;APNEWS.COM=>No;USATODAY.COM=>No;WASHINGTONPOST.COM=>Yes;DIGITAL.COM=>No;FACTCHECK.ORG=>Yes;NATIONALREPORT.COM=>No;DIGITAL.COM=>;DIGITAL.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;APNEWS.COM=>No;USATODAY.COM=>No;COMMONSENSE.ORG=>No;NATIONALREPORT.COM=>No;FACTCHECK.ORG=>Yes;WASHINGTONPOST.COM=>Yes;DIGITAL.COM=>No,1,0,2,583,1,No,No,No,No,Yes,Yes,No,No,,,,,,,,,,,
9/29/22 1:34,hQelfvHDvKFKCQcqYhQuYw**,Female,65+,Non-Hispanic White,College Degree,Very liberal,A not very strong Democrat,Very interested,Last year,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,1,3,1,2,3,3,4,2,2,5,,,,,,,,,,,,,,,,,,,,,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,;NATIONALREPORT.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>No;WASHINGTONPOST.COM=>Yes;DIGITAL.COM=>No;COMMONSENSE.ORG=>Yes;APNEWS.COM=>Yes;FACTCHECK.ORG=>Yes;USATODAY.COM=>Yes,10,0,5,466,,Yes,No,Yes,Yes,Yes,Yes,No,Yes,,,,,,,,,,,
9/29/22 1:34,hQelfvHDvKHK3Mv23MdiXw**,Female,55 to 64,Non-Hispanic White,College Degree,Somewhat liberal,A strong Democrat,Extremely interested,Last year,3,1,3,2,3,2,3,2,3,2,3,2,3,3,3,2,3,1,3,1,4,5,5,5,2,4,5,,,,,,,,,,,,,,,,,4,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,2,,,,,,,,,,,,,;DIGITAL.COM=>Yes;USATODAY.COM=>Yes;WASHINGTONPOST.COM=>Yes;WASHINGTONPOST.COM=>Yes;COMMONSENSE.ORG=>Yes;WORLDNEWSDAILYREPORT.COM=>Yes;APNEWS.COM=>Yes;FACTCHECK.ORG=>Yes;DIGITAL.COM=>Yes;NATIONALREPORT.COM=>Yes,9,0,7,741,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,
9/29/22 1:32,hQelfvHDvKFUOhNYZs8R8g**,Female,55 to 64,Non-Hispanic White,College Degree,Somewhat liberal,"Independent, lean toward Democrat",Very interested,Last year,3,2,3,2,3,2,3,2,3,2,3,2,1,4,1,4,3,2,3,2,4,6,4,6,1,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,,,,,;FACTCHECK.ORG=>Yes;DIGITAL.COM=>Yes;DIGITAL.COM=>No;FACTCHECK.ORG=>Yes;COMMONSENSE.ORG=>Yes;DIGITAL.COM=>No;WASHINGTONPOST.COM=>No;NATIONALREPORT.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;USATODAY.COM=>Yes;APNEWS.COM=>Yes,8,0,1,455,1,No,No,Yes,Yes,Yes,No,No,Yes,,,,,,,,,,,
9/29/22 1:32,hQelfvHDvKEMIcbGPhVIPA**,Female,45 to 54,Non-Hispanic White,Ph.D./Doctorate,Middle of the road,Independent (close to neither party),Extremely interested,Last year,1,3,1,1,2,4,2,4,3,1,3,1,1,4,1,4,2,3,2,4,1,1,1,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,;FACTCHECK.ORG=>No;APNEWS.COM=>No;USATODAY.COM=>No;COMMONSENSE.ORG=>No;NATIONALREPORT.COM=>No;DIGITAL.COM=>No;WASHINGTONPOST.COM=>No;WORLDNEWSDAILYREPORT.COM=>No,9,0,8,673,1,No,No,No,No,No,No,No,No,,,,,,,,,,,
9/29/22 1:30,hQelfvHDvKGAyKwGzL4lFg**,Female,55 to 64,Non-Hispanic White,Some College Complete,Very conservative,A strong Republican,Somewhat interested,Last year,2,3,2,2,1,1,1,1,4,2,4,4,1,1,1,1,3,3,3,3,3,4,3,4,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,3,,,,,,,,,,,,,,,,,;FACTCHECK.ORG=>Yes;WASHINGTONPOST.COM=>Yes;APNEWS.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;WASHINGTONPOST.COM=>Yes;USATODAY.COM=>No;NATIONALREPORT.COM=>Yes;COMMONSENSE.ORG=>No;DIGITAL.COM=>;DIGITAL.COM=>No;FACTCHECK.ORG=>Yes;FACTCHECK.ORG=>Yes;DIGITAL.COM=>No;COMMONSENSE.ORG=>No;NATIONALREPORT.COM=>No;USATODAY.COM=>Yes;WASHINGTONPOST.COM=>Yes,1,0,8,471,1,No,No,No,Yes,Yes,Yes,No,No,,,,,,,,,,,
9/29/22 1:29,hQelfvHDvKEeGyxOMSSFqw**,Female,65+,Black or African American,Some College Complete,Middle of the road,A strong Democrat,Very interested,Last year,4,1,4,1,2,2,3,3,3,3,3,2,1,1,1,1,3,2,3,1,6,5,5,4,4,6,6,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,1,,,,,,,,,;DIGITAL.COM=>Yes;WASHINGTONPOST.COM=>Yes;NATIONALREPORT.COM=>No;USATODAY.COM=>Yes;FACTCHECK.ORG=>Yes;WORLDNEWSDAILYREPORT.COM=>No;COMMONSENSE.ORG=>No;APNEWS.COM=>Yes,2,0,1,557,1,No,No,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,,
9/29/22 1:29,hQelfvHDvKHwpXFFnAko9w**,Female,65+,Non-Hispanic White,High School Graduate,Somewhat conservative,A not very strong Republican,Not very interested,Last year,2,3,2,3,3,2,3,2,3,2,3,2,2,3,2,2,3,2,3,2,4,4,5,5,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,;COMMONSENSE.ORG=>No;FACTCHECK.ORG=>No;WORLDNEWSDAILYREPORT.COM=>No;APNEWS.COM=>No;NATIONALREPORT.COM=>No;DIGITAL.COM=>No;WASHINGTONPOST.COM=>No;USATODAY.COM=>No,9,0,0,514,1,No,No,No,No,No,No,No,No,,,,,,,,,,,
9/29/22 1:28,hQelfvHDvKEVjh7QuXVPgA**,Female,65+,Non-Hispanic White,College Degree,Middle of the road,A not very strong Democrat,Somewhat interested,Last year,1,4,2,3,3,2,3,3,3,3,3,1,2,3,2,3,3,2,3,3,4,6,6,3,2,4,3,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,,,,,,,,,,,,,,,,,;NATIONALREPORT.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;DIGITAL.COM=>No;WASHINGTONPOST.COM=>Yes;FACTCHECK.ORG=>Yes;USATODAY.COM=>No;APNEWS.COM=>Yes;APNEWS.COM=>Yes;WASHINGTONPOST.COM=>No;COMMONSENSE.ORG=>No;DIGITAL.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;NATIONALREPORT.COM=>No,3,0,3,549,1,No,No,Yes,No,Yes,No,No,No,,,,,,,,,,,
9/29/22 1:26,hQelfvHDvKElIv60VjcOlg**,Male,35 to 44,Asian or Asian American,College Degree,Middle of the road,"Independent, lean toward Democrat",Somewhat interested,Last year,2,3,3,3,3,3,3,3,3,2,3,4,3,3,2,3,4,3,4,4,6,7,2,4,3,4,5,3,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;USATODAY.COM=>;USATODAY.COM=>No;APNEWS.COM=>Yes;DIGITAL.COM=>No;COMMONSENSE.ORG=>Yes;NATIONALREPORT.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;WASHINGTONPOST.COM=>No;FACTCHECK.ORG=>No;USATODAY.COM=>No,2,0,2,286,1,No,No,Yes,No,No,No,No,Yes,,,,,,,,,,,
9/29/22 1:25,hQelfvHDvKHuE5uaA62tpg**,Female,55 to 64,Non-Hispanic White,College Degree,Middle of the road,Independent (close to neither party),Not at all interested,Last year,3,2,3,3,3,1,3,1,4,1,4,1,3,2,3,2,3,1,3,1,4,5,4,6,4,4,6,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,3,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;WASHINGTONPOST.COM=>Yes;DIGITAL.COM=>Yes;NATIONALREPORT.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;COMMONSENSE.ORG=>Yes;USATODAY.COM=>Yes;APNEWS.COM=>Yes;FACTCHECK.ORG=>Yes,1,0,2,498,2,No,No,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,
9/29/22 1:24,hQelfvHDvKFHbexts9fvVw**,Female,35 to 44,Non-Hispanic White,College Degree,Middle of the road,Independent (close to neither party),Somewhat interested,Last year,2,3,2,3,2,3,2,3,3,2,3,1,2,2,2,3,3,2,3,2,1,5,1,4,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;DIGITAL.COM=>Yes;NATIONALREPORT.COM=>No;USATODAY.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;COMMONSENSE.ORG=>Yes;APNEWS.COM=>Yes;FACTCHECK.ORG=>Yes;WASHINGTONPOST.COM=>Yes;DIGITAL.COM=>Yes,9,5,8,492,1,No,No,Yes,No,Yes,Yes,Yes,Yes,,,,,,,,,,,
9/29/22 1:22,hQelfvHDvKGdgxUQK-oZ1g**,Female,55 to 64,Non-Hispanic White,College Degree,Somewhat liberal,A strong Democrat,Extremely interested,Last year,2,3,2,4,2,3,2,3,3,2,3,2,1,4,1,4,3,2,3,2,6,7,6,6,1,5,6,,,,,,,,,,,,,,,,,,,,,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,;FACTCHECK.ORG=>Yes;COMMONSENSE.ORG=>Yes;WORLDNEWSDAILYREPORT.COM=>No;USATODAY.COM=>No;NATIONALREPORT.COM=>No;APNEWS.COM=>Yes;WASHINGTONPOST.COM=>Yes;DIGITAL.COM=>No,10,0,0,651,,No,No,Yes,No,Yes,Yes,No,Yes,,,,,,,,,,,
9/29/22 1:20,hQelfvHDvKGHR4TISaVOHw**,Female,65+,Non-Hispanic White,College Degree,Somewhat liberal,A strong Democrat,Not very interested,Last year,1,4,1,3,3,3,3,2,2,2,3,2,1,4,1,4,3,3,3,2,5,6,5,5,1,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;WASHINGTONPOST.COM=>Yes;USATODAY.COM=>No;COMMONSENSE.ORG=>No;DIGITAL.COM=>No;NATIONALREPORT.COM=>No;APNEWS.COM=>No;FACTCHECK.ORG=>No;WORLDNEWSDAILYREPORT.COM=>No,4,0,0,647,1,No,No,No,No,No,Yes,No,No,,,,,,,,,,,
9/29/22 1:13,hQelfvHDvKEKGR1mGmrDEw**,Male,55 to 64,Non-Hispanic White,Master's Degree,Very conservative,Independent (close to neither party),Very interested,Last year,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,4,,,,,,,,,,,,,,,,,2,3,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;FACTCHECK.ORG=>Yes;DIGITAL.COM=>No;WASHINGTONPOST.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>Yes;APNEWS.COM=>Yes;USATODAY.COM=>Yes;NATIONALREPORT.COM=>Yes;COMMONSENSE.ORG=>No,7,0,0,435,2,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,,,,,,,,,,
9/29/22 1:04,hQelfvHDvKEavxpbLeSVhw**,Male,55 to 64,Non-Hispanic White,College Degree,Middle of the road,"Independent, lean toward Democrat",Somewhat interested,Last year,2,3,2,2,3,3,3,3,3,2,3,2,2,3,2,2,3,2,3,3,4,4,5,5,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,;DIGITAL.COM=>No;COMMONSENSE.ORG=>Yes;WASHINGTONPOST.COM=>Yes;NATIONALREPORT.COM=>No;APNEWS.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>No;FACTCHECK.ORG=>Yes;USATODAY.COM=>Yes,7,0,0,388,2,No,No,Yes,Yes,Yes,Yes,No,Yes,,,,,,,,,,,
9/29/22 0:59,hQelfvHDvKHL4hv5FgJCiw**,Male,65+,Non-Hispanic White,College Degree,Somewhat conservative,"Independent, lean toward Democrat",Extremely interested,Last year,1,4,2,4,1,4,1,4,3,1,4,1,1,4,1,4,3,1,3,1,6,6,4,5,4,4,7,,,,,,,,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,4,,,,,,,,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;WASHINGTONPOST.COM=>Yes;COMMONSENSE.ORG=>Yes;FACTCHECK.ORG=>Yes;WORLDNEWSDAILYREPORT.COM=>No;NATIONALREPORT.COM=>No;APNEWS.COM=>Yes;USATODAY.COM=>Yes;DIGITAL.COM=>No,5,0,8,854,1,No,No,Yes,Yes,Yes,Yes,No,Yes,,,,,,,,,,,
9/29/22 0:56,hQelfvHDvKGR5gqIoxHQuw**,Male,65+,Non-Hispanic White,College Degree,Middle of the road,Independent (close to neither party),Somewhat interested,Last year,2,3,2,3,2,4,1,4,2,3,3,3,1,4,1,4,3,2,3,3,4,4,4,4,2,5,5,,,,,,,,,,,,,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;WASHINGTONPOST.COM=>Yes;APNEWS.COM=>Yes;COMMONSENSE.ORG=>No;NATIONALREPORT.COM=>No;WORLDNEWSDAILYREPORT.COM=>No;USATODAY.COM=>No;FACTCHECK.ORG=>Yes;DIGITAL.COM=>No,8,0,0,677,1,No,No,Yes,No,Yes,Yes,No,No,,,,,,,,,,,
9/29/22 0:52,hQelfvHDvKHgthlyf0b4eg**,Female,65+,Non-Hispanic White,Some College Complete,Very liberal,A strong Democrat,Extremely interested,Last year,2,4,2,4,3,3,3,2,4,1,4,1,2,4,2,4,3,2,3,1,6,6,6,6,3,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,3,;DIGITAL.COM=>Yes;WORLDNEWSDAILYREPORT.COM=>No;APNEWS.COM=>Yes;WASHINGTONPOST.COM=>Yes;FACTCHECK.ORG=>Yes;COMMONSENSE.ORG=>Yes;USATODAY.COM=>Yes;NATIONALREPORT.COM=>No,9,0,8,1950,1,No,No,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,
